Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Total/day,Total_Confirmed,Cured,Deaths,Active/Day,Confirmed_Active
1026,17/04/2020,5:00 PM,Andaman and Nicobar Islands,70,54,124,109925,10,0,114,96693
1027,17/04/2020,5:00 PM,Andhra Pradesh,96,57,153,110078,36,14,103,96796
1028,17/04/2020,5:00 PM,Arunachal Pradesh,196,104,300,110378,0,0,300,97096
1029,17/04/2020,5:00 PM,Assam,101,32,133,110511,5,1,127,97223
1030,17/04/2020,5:00 PM,Bihar,18,58,76,110587,37,1,38,97261
1031,17/04/2020,5:00 PM,Chandigarh,123,74,197,110784,9,0,188,97449
1032,17/04/2020,5:00 PM,Chhattisgarh,189,124,313,111097,23,0,290,97739
1033,17/04/2020,5:00 PM,Delhi,28,131,159,111256,51,38,70,97809
1034,17/04/2020,5:00 PM,Goa,134,127,261,111517,6,0,255,98064
1035,17/04/2020,5:00 PM,Gujarat,167,42,209,111726,74,38,97,98161
1036,17/04/2020,5:00 PM,Haryana,187,76,263,111989,43,3,217,98378
1037,17/04/2020,5:00 PM,Himachal Pradesh,35,139,174,112163,16,1,157,98535
1038,17/04/2020,5:00 PM,Jammu and Kashmir,105,109,214,112377,38,4,172,98707
1039,17/04/2020,5:00 PM,Jharkhand,140,145,285,112662,0,2,283,98990
1040,17/04/2020,5:00 PM,Karnataka,102,69,171,112833,82,13,76,99066
1041,17/04/2020,5:00 PM,Kerala,143,90,233,113066,245,3,-15,99051
1042,17/04/2020,5:00 PM,Ladakh,55,0,55,113121,14,0,41,99092
1043,17/04/2020,5:00 PM,Madhya Pradesh,90,53,143,113264,65,57,21,99113
1044,17/04/2020,5:00 PM,Maharashtra,109,91,200,113464,300,194,-294,98819
1045,17/04/2020,5:00 PM,Manipur,24,33,57,113521,1,0,56,98875
1046,17/04/2020,5:00 PM,Meghalaya,58,75,133,113654,0,1,132,99007
1047,17/04/2020,5:00 PM,Mizoram,46,55,101,113755,0,0,101,99108
1048,17/04/2020,5:00 PM,Nagaland#,142,130,272,114027,0,0,272,99380
1049,17/04/2020,5:00 PM,Odisha,117,90,207,114234,19,1,187,99567
1050,17/04/2020,5:00 PM,Puducherry,111,108,219,114453,1,0,218,99785
1051,17/04/2020,5:00 PM,Punjab,195,120,315,114768,27,13,275,100060
1052,17/04/2020,5:00 PM,Rajasthan,194,106,300,115068,164,11,125,100185
1053,17/04/2020,5:00 PM,Tamil Nadu,165,122,287,115355,180,15,92,100277
1054,17/04/2020,5:00 PM,Telengana,52,62,114,115469,186,18,-90,100187
1055,17/04/2020,5:00 PM,Tripura,107,54,161,115630,1,0,160,100347
1056,17/04/2020,5:00 PM,Uttarakhand,21,119,140,115770,9,0,131,100478
1057,17/04/2020,5:00 PM,Uttar Pradesh,62,95,157,115927,74,14,69,100547
1058,17/04/2020,5:00 PM,West Bengal,169,44,213,116140,51,10,152,100699
1059,18/04/2020,5:00 PM,Andaman and Nicobar Islands,62,48,110,116250,11,0,99,100798
1060,18/04/2020,5:00 PM,Andhra Pradesh,124,60,184,116434,42,15,127,100925
1061,18/04/2020,5:00 PM,Arunachal Pradesh,50,144,194,116628,0,0,194,101119
1062,18/04/2020,5:00 PM,Assam,130,126,256,116884,9,1,246,101365
1063,18/04/2020,5:00 PM,Bihar,48,62,110,116994,37,2,71,101436
1064,18/04/2020,5:00 PM,Chandigarh,149,111,260,117254,9,0,251,101687
1065,18/04/2020,5:00 PM,Chhattisgarh,53,142,195,117449,24,0,171,101858
1066,18/04/2020,5:00 PM,Delhi,149,77,226,117675,72,42,112,101970
1067,18/04/2020,5:00 PM,Goa,139,77,216,117891,6,0,210,102180
1068,18/04/2020,5:00 PM,Gujarat,134,28,162,118053,88,48,26,102206
1069,18/04/2020,5:00 PM,Haryana,187,42,229,118282,43,3,183,102389
1070,18/04/2020,5:00 PM,Himachal Pradesh,169,19,188,118470,16,1,171,102560
1071,18/04/2020,5:00 PM,Jammu and Kashmir,123,64,187,118657,42,5,140,102700
1072,18/04/2020,5:00 PM,Jharkhand,197,44,241,118898,0,2,239,102939
1073,18/04/2020,5:00 PM,Karnataka,157,147,304,119202,92,13,199,103138
1074,18/04/2020,5:00 PM,Kerala,131,92,223,119425,255,3,-35,103103
1075,18/04/2020,5:00 PM,Ladakh,153,74,227,119652,14,0,213,103316
1076,18/04/2020,5:00 PM,Madhya Pradesh,88,6,94,119746,69,69,-44,103272
1077,18/04/2020,5:00 PM,Maharashtra,52,71,123,119869,331,201,-409,102863
1078,18/04/2020,5:00 PM,Manipur,185,140,325,120194,1,0,324,103187
1079,18/04/2020,5:00 PM,Meghalaya,94,130,224,120418,0,1,223,103410
1080,18/04/2020,5:00 PM,Mizoram,158,43,201,120619,0,0,201,103611
1081,18/04/2020,5:00 PM,Nagaland#,179,26,205,120824,0,0,205,103816
1082,18/04/2020,5:00 PM,Odisha,145,43,188,121012,21,1,166,103982
1083,18/04/2020,5:00 PM,Puducherry,88,140,228,121240,3,0,225,104207
1084,18/04/2020,5:00 PM,Punjab,146,94,240,121480,27,13,200,104407
1085,18/04/2020,5:00 PM,Rajasthan,78,135,213,121693,183,11,19,104426
1086,18/04/2020,5:00 PM,Tamil Nadu,57,130,187,121880,283,15,-111,104315
1087,18/04/2020,5:00 PM,Telengana,161,121,282,122162,186,18,78,104393
1088,18/04/2020,5:00 PM,Tripura,41,42,83,122245,1,0,82,104475
1089,18/04/2020,5:00 PM,Uttarakhand,60,43,103,122348,9,0,94,104569
1090,18/04/2020,5:00 PM,Uttar Pradesh,57,25,82,122430,86,14,-18,104551
1091,18/04/2020,5:00 PM,West Bengal,140,131,271,122701,55,10,206,104757
1092,19/04/2020,5:00 PM,Andaman and Nicobar Islands,120,67,187,122888,11,0,176,104933
1093,19/04/2020,5:00 PM,Andhra Pradesh,130,146,276,123164,42,15,219,105152
1094,19/04/2020,5:00 PM,Arunachal Pradesh,32,136,168,123332,0,0,168,105320
1095,19/04/2020,5:00 PM,Assam,144,14,158,123490,12,1,145,105465
1096,19/04/2020,5:00 PM,Bihar,64,124,188,123678,37,2,149,105614
1097,19/04/2020,5:00 PM,Chandigarh,108,62,170,123848,10,0,160,105774
1098,19/04/2020,5:00 PM,Chhattisgarh,200,84,284,124132,24,0,260,106034
1099,19/04/2020,5:00 PM,Delhi,26,84,110,124242,72,43,-5,106029
1100,19/04/2020,5:00 PM,Goa,48,148,196,124438,6,0,190,106219
1101,19/04/2020,5:00 PM,Gujarat,53,2,55,124493,94,58,-97,106122
1102,19/04/2020,5:00 PM,Haryana,193,71,264,124757,87,3,174,106296
1103,19/04/2020,5:00 PM,Himachal Pradesh,178,147,325,125082,16,1,308,106604
1104,19/04/2020,5:00 PM,Jammu and Kashmir,40,1,41,125123,51,5,-15,106589
1105,19/04/2020,5:00 PM,Jharkhand,113,39,152,125275,0,2,150,106739
1106,19/04/2020,5:00 PM,Karnataka,148,54,202,125477,104,14,84,106823
1107,19/04/2020,5:00 PM,Kerala,148,88,236,125713,257,3,-24,106799
1108,19/04/2020,5:00 PM,Ladakh,66,111,177,125890,14,0,163,106962
1109,19/04/2020,5:00 PM,Madhya Pradesh,108,15,123,126013,127,70,-74,106888
1110,19/04/2020,5:00 PM,Maharashtra,46,31,77,126090,365,211,-499,106389
1111,19/04/2020,5:00 PM,Manipur,109,75,184,126274,1,0,183,106572
1112,19/04/2020,5:00 PM,Meghalaya,91,50,141,126415,0,1,140,106712
1113,19/04/2020,5:00 PM,Mizoram,120,112,232,126647,0,0,232,106944
1114,19/04/2020,5:00 PM,Nagaland#,176,82,258,126905,0,0,258,107202
1115,19/04/2020,5:00 PM,Odisha,158,20,178,127083,24,1,153,107355
1116,19/04/2020,5:00 PM,Puducherry,106,125,231,127314,3,0,228,107583
1117,19/04/2020,5:00 PM,Punjab,141,67,208,127522,31,16,161,107744
1118,19/04/2020,5:00 PM,Rajasthan,49,6,55,127577,183,11,-139,107605
1119,19/04/2020,5:00 PM,Tamil Nadu,123,135,258,127835,365,15,-122,107483
1120,19/04/2020,5:00 PM,Telengana,35,56,91,127926,186,18,-113,107370
1121,19/04/2020,5:00 PM,Tripura,138,67,205,128131,1,0,204,107574
1122,19/04/2020,5:00 PM,Uttarakhand,21,89,110,128241,9,0,101,107675
1123,19/04/2020,5:00 PM,Uttar Pradesh,187,106,293,128534,108,17,168,107843
1124,19/04/2020,5:00 PM,West Bengal,70,82,152,128686,62,12,78,107921
1125,20/04/2020,5:00 PM,Andaman and Nicobar Islands,22,28,50,128736,11,0,39,107960
1126,20/04/2020,5:00 PM,Andhra Pradesh,96,103,199,128935,92,20,87,108047
1127,20/04/2020,5:00 PM,Arunachal Pradesh,196,105,301,129236,0,0,301,108348
1128,20/04/2020,5:00 PM,Assam,187,84,271,129507,17,1,253,108601
1129,20/04/2020,5:00 PM,Bihar,19,112,131,129638,42,2,87,108688
1130,20/04/2020,5:00 PM,Chandigarh,85,87,172,129810,13,0,159,108847
1131,20/04/2020,5:00 PM,Chhattisgarh,189,68,257,130067,25,0,232,109079
1132,20/04/2020,5:00 PM,Delhi,42,50,92,130159,290,45,-243,108836
1133,20/04/2020,5:00 PM,Goa,16,72,88,130247,7,0,81,108917
1134,20/04/2020,5:00 PM,Gujarat,104,3,107,130354,106,67,-66,108851
1135,20/04/2020,5:00 PM,Haryana,175,86,261,130615,87,3,171,109022
1136,20/04/2020,5:00 PM,Himachal Pradesh,121,16,137,130752,16,1,120,109142
1137,20/04/2020,5:00 PM,Jammu and Kashmir,181,108,289,131041,56,5,228,109370
1138,20/04/2020,5:00 PM,Jharkhand,160,134,294,131335,0,2,292,109662
1139,20/04/2020,5:00 PM,Karnataka,57,1,58,131393,111,16,-69,109593
1140,20/04/2020,5:00 PM,Kerala,196,146,342,131735,270,3,69,109662
1141,20/04/2020,5:00 PM,Ladakh,61,28,89,131824,14,0,75,109737
1142,20/04/2020,5:00 PM,Madhya Pradesh,51,1,52,131876,127,74,-149,109588
1143,20/04/2020,5:00 PM,Maharashtra,93,99,192,132068,507,223,-538,109050
1144,20/04/2020,5:00 PM,Manipur,80,89,169,132237,2,0,167,109217
1145,20/04/2020,5:00 PM,Meghalaya,144,133,277,132514,0,1,276,109493
1146,20/04/2020,5:00 PM,Mizoram,39,53,92,132606,0,0,92,109585
1147,20/04/2020,5:00 PM,Nagaland,57,138,195,132801,0,0,195,109780
1148,20/04/2020,5:00 PM,Odisha,123,34,157,132958,24,1,132,109912
1149,20/04/2020,5:00 PM,Puducherry,40,64,104,133062,3,0,101,110013
1150,20/04/2020,5:00 PM,Punjab,82,146,228,133290,31,16,181,110194
1151,20/04/2020,5:00 PM,Rajasthan,46,66,112,133402,183,14,-85,110109
1152,20/04/2020,5:00 PM,Tamil Nadu,42,68,110,133512,411,15,-316,109793
1153,20/04/2020,5:00 PM,Telengana,78,67,145,133657,190,21,-66,109727
1154,20/04/2020,5:00 PM,Tripura,47,146,193,133850,1,0,192,109919
1155,20/04/2020,5:00 PM,Uttarakhand,111,49,160,134010,11,0,149,110068
1156,20/04/2020,5:00 PM,Uttar Pradesh,88,30,118,134128,129,17,-28,110040
1157,20/04/2020,5:00 PM,West Bengal,75,59,134,134262,66,12,56,110096
1158,21/04/2020,5:00 PM,Andaman and Nicobar Islands,43,14,57,134319,11,0,46,110142
1159,21/04/2020,5:00 PM,Andhra Pradesh,74,28,102,134421,96,22,-16,110126
1160,21/04/2020,5:00 PM,Arunachal Pradesh,36,58,94,134515,1,0,93,110219
1161,21/04/2020,5:00 PM,Assam,99,123,222,134737,19,1,202,110421
1162,21/04/2020,5:00 PM,Bihar,178,136,314,135051,42,2,270,110691
1163,21/04/2020,5:00 PM,Chandigarh,136,135,271,135322,13,0,258,110949
1164,21/04/2020,5:00 PM,Chhattisgarh,53,34,87,135409,25,0,62,111011
1165,21/04/2020,5:00 PM,Delhi,146,104,250,135659,431,47,-228,110783
1166,21/04/2020,5:00 PM,Goa,129,118,247,135906,7,0,240,111023
1167,21/04/2020,5:00 PM,Gujarat,21,142,163,136069,131,77,-45,110978
1168,21/04/2020,5:00 PM,Haryana,106,94,200,136269,127,3,70,111048
1169,21/04/2020,5:00 PM,Himachal Pradesh,70,124,194,136463,16,1,177,111225
1170,21/04/2020,5:00 PM,Jammu and Kashmir,63,43,106,136569,71,5,30,111255
1171,21/04/2020,5:00 PM,Jharkhand,135,34,169,136738,0,2,167,111422
1172,21/04/2020,5:00 PM,Karnataka,122,80,202,136940,114,17,71,111493
1173,21/04/2020,5:00 PM,Kerala,52,64,116,137056,109,3,4,111497
1174,21/04/2020,5:00 PM,Ladakh,28,44,72,137128,14,0,58,111555
1175,21/04/2020,5:00 PM,Madhya Pradesh,106,146,252,137380,43,76,133,111688
1176,21/04/2020,5:00 PM,Maharashtra,120,20,140,137520,400,232,-492,111196
1177,21/04/2020,5:00 PM,Manipur,40,147,187,137707,2,0,185,111381
1178,21/04/2020,5:00 PM,Meghalaya,123,31,154,137861,0,1,153,111534
1179,21/04/2020,5:00 PM,Mizoram,176,92,268,138129,0,0,268,111802
1180,21/04/2020,5:00 PM,Nagaland,188,15,203,138332,0,0,203,112005
1181,21/04/2020,5:00 PM,Odisha,198,83,281,138613,24,1,256,112261
1182,21/04/2020,5:00 PM,Puducherry,152,144,296,138909,3,0,293,112554
1183,21/04/2020,5:00 PM,Punjab,172,82,254,139163,39,16,199,112753
1184,21/04/2020,5:00 PM,Rajasthan,25,147,172,139335,205,25,-58,112695
1185,21/04/2020,5:00 PM,Tamil Nadu,127,142,269,139604,457,17,-205,112490
1186,21/04/2020,5:00 PM,Telengana,21,143,164,139768,190,23,-49,112441
1187,21/04/2020,5:00 PM,Tripura,106,34,140,139908,1,0,139,112580
1188,21/04/2020,5:00 PM,Uttarakhand,45,132,177,140085,18,0,159,112739
1189,21/04/2020,5:00 PM,Uttar Pradesh,77,91,168,140253,140,20,8,112747
1190,21/04/2020,5:00 PM,West Bengal,143,10,153,140406,73,12,68,112815
1191,22/04/2020,5:00 PM,Andaman and Nicobar Islands,121,115,236,140642,11,0,225,113040
1192,22/04/2020,5:00 PM,Andhra Pradesh,142,106,248,140890,120,24,104,113144
1193,22/04/2020,5:00 PM,Arunachal Pradesh,132,42,174,141064,1,0,173,113317
1194,22/04/2020,5:00 PM,Assam,127,103,230,141294,19,1,210,113527
1195,22/04/2020,5:00 PM,Bihar,54,75,129,141423,46,2,81,113608
1196,22/04/2020,5:00 PM,Chandigarh,109,71,180,141603,14,0,166,113774
1197,22/04/2020,5:00 PM,Chhattisgarh,105,57,162,141765,26,0,136,113910
1198,22/04/2020,5:00 PM,Delhi,111,17,128,141893,611,47,-530,113380
1199,22/04/2020,5:00 PM,Goa,40,32,72,141965,7,0,65,113445
1200,22/04/2020,5:00 PM,Gujarat,141,44,185,142150,144,95,-54,113391
1201,22/04/2020,5:00 PM,Haryana,150,103,253,142403,127,3,123,113514
1202,22/04/2020,5:00 PM,Himachal Pradesh,37,143,180,142583,16,1,163,113677
1203,22/04/2020,5:00 PM,Jammu and Kashmir,139,75,214,142797,81,5,128,113805
1204,22/04/2020,5:00 PM,Jharkhand#,191,63,254,143051,0,3,251,114056
1205,22/04/2020,5:00 PM,Karnataka,184,17,201,143252,129,17,55,114111
1206,22/04/2020,5:00 PM,Kerala,114,34,148,143400,323,3,-178,113933
1207,22/04/2020,5:00 PM,Ladakh,182,88,270,143670,14,0,256,114189
1208,22/04/2020,5:00 PM,Madhya Pradesh,173,3,176,143846,148,80,-52,114137
1209,22/04/2020,5:00 PM,Maharashtra,52,16,68,143914,722,251,-905,113232
1210,22/04/2020,5:00 PM,Manipur,150,40,190,144104,2,0,188,113420
1211,22/04/2020,5:00 PM,Meghalaya,42,32,74,144178,0,1,73,113493
1212,22/04/2020,5:00 PM,Mizoram,153,75,228,144406,0,0,228,113721
1213,22/04/2020,5:00 PM,Odisha,197,65,262,144668,30,1,231,113952
1214,22/04/2020,5:00 PM,Puducherry,114,98,212,144880,3,0,209,114161
1215,22/04/2020,5:00 PM,Punjab,193,86,279,145159,49,16,214,114375
1216,22/04/2020,5:00 PM,Rajasthan,188,21,209,145368,230,25,-46,114329
1217,22/04/2020,5:00 PM,Tamil Nadu,29,28,57,145425,635,18,-596,113733
1218,22/04/2020,5:00 PM,Telengana,158,23,181,145606,194,23,-36,113697
1219,22/04/2020,5:00 PM,Tripura,170,64,234,145840,1,0,233,113930
1220,22/04/2020,5:00 PM,Uttarakhand,20,38,58,145898,19,0,39,113969
1221,22/04/2020,5:00 PM,Uttar Pradesh,107,127,234,146132,165,21,48,114017
1222,22/04/2020,5:00 PM,West Bengal,92,150,242,146374,73,15,154,114171
1223,23/04/2020,5:00 PM,Andaman and Nicobar Islands,183,141,324,146698,11,0,313,114484
1224,23/04/2020,5:00 PM,Andhra Pradesh,70,63,133,146831,141,27,-35,114449
1225,23/04/2020,5:00 PM,Arunachal Pradesh,60,36,96,146927,1,0,95,114544
1226,23/04/2020,5:00 PM,Assam,29,100,129,147056,19,1,109,114653
1227,23/04/2020,5:00 PM,Bihar,47,81,128,147184,46,2,80,114733
1228,23/04/2020,5:00 PM,Chandigarh,123,110,233,147417,14,0,219,114952
1229,23/04/2020,5:00 PM,Chhattisgarh,143,98,241,147658,28,0,213,115165
1230,23/04/2020,5:00 PM,Delhi,198,29,227,147885,724,48,-545,114620
1231,23/04/2020,5:00 PM,Goa,159,150,309,148194,7,0,302,114922
1232,23/04/2020,5:00 PM,Gujarat,26,65,91,148285,179,103,-191,114731
1233,23/04/2020,5:00 PM,Haryana,130,23,153,148438,140,3,10,114741
1234,23/04/2020,5:00 PM,Himachal Pradesh,86,6,92,148530,18,1,73,114814
1235,23/04/2020,5:00 PM,Jammu and Kashmir,30,57,87,148617,92,5,-10,114804
1236,23/04/2020,5:00 PM,Jharkhand,146,64,210,148827,8,3,199,115003
1237,23/04/2020,5:00 PM,Karnataka,72,54,126,148953,141,17,-32,114971
1238,23/04/2020,5:00 PM,Kerala,22,32,54,149007,324,3,-273,114698
1239,23/04/2020,5:00 PM,Ladakh,164,81,245,149252,14,0,231,114929
1240,23/04/2020,5:00 PM,Madhya Pradesh,24,69,93,149345,148,81,-136,114793
1241,23/04/2020,5:00 PM,Maharashtra,91,89,180,149525,789,269,-878,113915
1242,23/04/2020,5:00 PM,Manipur,137,111,248,149773,2,0,246,114161
1243,23/04/2020,5:00 PM,Meghalaya,23,81,104,149877,0,1,103,114264
1244,23/04/2020,5:00 PM,Mizoram,48,81,129,150006,0,0,129,114393
1245,23/04/2020,5:00 PM,Odisha,78,107,185,150191,32,1,152,114545
1246,23/04/2020,5:00 PM,Puducherry,139,73,212,150403,3,0,209,114754
1247,23/04/2020,5:00 PM,Punjab,75,14,89,150492,65,16,8,114762
1248,23/04/2020,5:00 PM,Rajasthan,42,71,113,150605,230,27,-144,114618
1249,23/04/2020,5:00 PM,Tamil Nadu,183,33,216,150821,662,18,-464,114154
1250,23/04/2020,5:00 PM,Telengana,89,109,198,151019,197,24,-23,114131
1251,23/04/2020,5:00 PM,Tripura,175,32,207,151226,1,0,206,114337
1252,23/04/2020,5:00 PM,Uttarakhand,93,34,127,151353,23,0,104,114441
1253,23/04/2020,5:00 PM,Uttar Pradesh,138,106,244,151597,187,21,36,114477
1254,23/04/2020,5:00 PM,West Bengal,117,85,202,151799,79,15,108,114585
1255,24/04/2020,5:00 PM,Andaman and Nicobar Islands,152,55,207,152006,11,0,196,114781
1256,24/04/2020,5:00 PM,Andhra Pradesh,101,14,115,152121,145,29,-59,114722
1257,24/04/2020,5:00 PM,Arunachal Pradesh,45,105,150,152271,1,0,149,114871
1258,24/04/2020,5:00 PM,Assam,43,5,48,152319,19,1,28,114899
1259,24/04/2020,5:00 PM,Bihar,174,143,317,152636,46,2,269,115168
1260,24/04/2020,5:00 PM,Chandigarh,160,104,264,152900,14,0,250,115418
1261,24/04/2020,5:00 PM,Chhattisgarh,157,52,209,153109,28,0,181,115599
1262,24/04/2020,5:00 PM,Delhi,147,117,264,153373,808,50,-594,115005
1263,24/04/2020,5:00 PM,Goa,19,124,143,153516,7,0,136,115141
1264,24/04/2020,5:00 PM,Gujarat,143,86,229,153745,258,112,-141,115000
1265,24/04/2020,5:00 PM,Haryana,33,75,108,153853,156,3,-51,114949
1266,24/04/2020,5:00 PM,Himachal Pradesh,86,116,202,154055,18,1,183,115132
1267,24/04/2020,5:00 PM,Jammu and Kashmir,181,9,190,154245,92,5,93,115225
1268,24/04/2020,5:00 PM,Jharkhand,93,87,180,154425,8,3,169,115394
1269,24/04/2020,5:00 PM,Karnataka,75,14,89,154514,150,18,-79,115315
1270,24/04/2020,5:00 PM,Kerala,158,100,258,154772,324,3,-69,115246
1271,24/04/2020,5:00 PM,Ladakh,154,1,155,154927,14,0,141,115387
1272,24/04/2020,5:00 PM,Madhya Pradesh,62,17,79,155006,203,83,-207,115180
1273,24/04/2020,5:00 PM,Maharashtra,148,120,268,155274,840,283,-855,114325
1274,24/04/2020,5:00 PM,Manipur,94,11,105,155379,2,0,103,114428
1275,24/04/2020,5:00 PM,Meghalaya,150,61,211,155590,0,1,210,114638
1276,24/04/2020,5:00 PM,Mizoram,153,61,214,155804,0,0,214,114852
1277,24/04/2020,5:00 PM,Odisha,90,116,206,156010,33,1,172,115024
1278,24/04/2020,5:00 PM,Puducherry,90,109,199,156209,3,0,196,115220
1279,24/04/2020,5:00 PM,Punjab,19,89,108,156317,65,16,27,115247
1280,24/04/2020,5:00 PM,Rajasthan,187,68,255,156572,230,27,-2,115245
1281,24/04/2020,5:00 PM,Tamil Nadu,181,150,331,156903,752,20,-441,114804
1282,24/04/2020,5:00 PM,Telengana,163,68,231,157134,253,26,-48,114756
1283,24/04/2020,5:00 PM,Tripura,60,107,167,157301,1,0,166,114922
1284,24/04/2020,5:00 PM,Uttarakhand,105,136,241,157542,24,0,217,115139
1285,24/04/2020,5:00 PM,Uttar Pradesh,89,34,123,157665,206,24,-107,115032
1286,24/04/2020,5:00 PM,West Bengal,122,100,222,157887,103,15,104,115136
1287,25/04/2020,5:00 PM,Andaman and Nicobar Islands,92,54,146,158033,11,0,135,115271
1288,25/04/2020,5:00 PM,Andhra Pradesh,165,122,287,158320,171,31,85,115356
1289,25/04/2020,5:00 PM,Arunachal Pradesh,28,9,37,158357,1,0,36,115392
1290,25/04/2020,5:00 PM,Assam,102,57,159,158516,19,1,139,115531
1291,25/04/2020,5:00 PM,Bihar,53,70,123,158639,46,2,75,115606
1292,25/04/2020,5:00 PM,Chandigarh,98,31,129,158768,15,0,114,115720
1293,25/04/2020,5:00 PM,Chhattisgarh,164,104,268,159036,30,0,238,115958
1294,25/04/2020,5:00 PM,Delhi,134,25,159,159195,857,53,-751,115207
1295,25/04/2020,5:00 PM,Goa,128,63,191,159386,7,0,184,115391
1296,25/04/2020,5:00 PM,Gujarat,21,129,150,159536,265,127,-242,115149
1297,25/04/2020,5:00 PM,Haryana,200,17,217,159753,156,3,58,115207
1298,25/04/2020,5:00 PM,Himachal Pradesh,55,52,107,159860,18,1,88,115295
1299,25/04/2020,5:00 PM,Jammu and Kashmir,33,47,80,159940,109,5,-34,115261
1300,25/04/2020,5:00 PM,Jharkhand,195,91,286,160226,9,3,274,115535
1301,25/04/2020,5:00 PM,Karnataka,86,120,206,160432,153,18,35,115570
1302,25/04/2020,5:00 PM,Kerala,112,91,203,160635,331,4,-132,115438
1303,25/04/2020,5:00 PM,Ladakh,22,78,100,160735,14,0,86,115524
1304,25/04/2020,5:00 PM,Madhya Pradesh,83,110,193,160928,210,92,-109,115415
1305,25/04/2020,5:00 PM,Maharashtra,103,112,215,161143,957,301,-1043,114372
1306,25/04/2020,5:00 PM,Manipur,64,112,176,161319,2,0,174,114546
1307,25/04/2020,5:00 PM,Meghalaya,173,75,248,161567,0,1,247,114793
1308,25/04/2020,5:00 PM,Mizoram,189,31,220,161787,0,0,220,115013
1309,25/04/2020,5:00 PM,Odisha,150,80,230,162017,33,1,196,115209
1310,25/04/2020,5:00 PM,Puducherry,21,147,168,162185,3,0,165,115374
1311,25/04/2020,5:00 PM,Punjab,111,5,116,162301,67,17,32,115406
1312,25/04/2020,5:00 PM,Rajasthan,182,10,192,162493,230,27,-65,115341
1313,25/04/2020,5:00 PM,Tamil Nadu,155,106,261,162754,866,22,-627,114714
1314,25/04/2020,5:00 PM,Telengana,54,88,142,162896,253,26,-137,114577
1315,25/04/2020,5:00 PM,Tripura,88,124,212,163108,1,0,211,114788
1316,25/04/2020,5:00 PM,Uttarakhand,47,127,174,163282,25,0,149,114937
1317,25/04/2020,5:00 PM,Uttar Pradesh,52,69,121,163403,248,26,-153,114784
1318,25/04/2020,5:00 PM,West Bengal,35,7,42,163445,103,18,-79,114705
1319,26/04/2020,5:00 PM,Andaman and Nicobar Islands,64,46,110,163555,11,0,99,114804
1320,26/04/2020,5:00 PM,Andhra Pradesh,64,123,187,163742,231,31,-75,114729
1321,26/04/2020,5:00 PM,Arunachal Pradesh,52,64,116,163858,1,0,115,114844
1322,26/04/2020,5:00 PM,Assam,120,58,178,164036,19,1,158,115002
1323,26/04/2020,5:00 PM,Bihar,149,43,192,164228,46,2,144,115146
1324,26/04/2020,5:00 PM,Chandigarh,56,74,130,164358,17,0,113,115259
1325,26/04/2020,5:00 PM,Chhattisgarh,198,4,202,164560,32,0,170,115429
1326,26/04/2020,5:00 PM,Delhi,147,28,175,164735,869,54,-748,114681
1327,26/04/2020,5:00 PM,Goa,72,42,114,164849,7,0,107,114788
1328,26/04/2020,5:00 PM,Gujarat,62,79,141,164990,282,133,-274,114514
1329,26/04/2020,5:00 PM,Haryana,27,31,58,165048,176,3,-121,114393
1330,26/04/2020,5:00 PM,Himachal Pradesh,53,122,175,165223,22,1,152,114545
1331,26/04/2020,5:00 PM,Jammu and Kashmir,119,54,173,165396,112,6,55,114600
1332,26/04/2020,5:00 PM,Jharkhand,186,51,237,165633,13,3,221,114821
1333,26/04/2020,5:00 PM,Karnataka,177,109,286,165919,177,18,91,114912
1334,26/04/2020,5:00 PM,Kerala,119,83,202,166121,338,4,-140,114772
1335,26/04/2020,5:00 PM,Ladakh,70,85,155,166276,14,0,141,114913
1336,26/04/2020,5:00 PM,Madhya Pradesh,111,11,122,166398,210,99,-187,114726
1337,26/04/2020,5:00 PM,Maharashtra,33,64,97,166495,1076,323,-1302,113424
1338,26/04/2020,5:00 PM,Manipur,50,113,163,166658,2,0,161,113585
1339,26/04/2020,5:00 PM,Meghalaya,157,75,232,166890,0,1,231,113816
1340,26/04/2020,5:00 PM,Mizoram,178,76,254,167144,0,0,254,114070
1341,26/04/2020,5:00 PM,Odisha,169,39,208,167352,34,1,173,114243
1342,26/04/2020,5:00 PM,Puducherry,94,14,108,167460,3,0,105,114348
1343,26/04/2020,5:00 PM,Punjab,58,10,68,167528,67,17,-16,114332
1344,26/04/2020,5:00 PM,Rajasthan,38,132,170,167698,493,33,-356,113976
1345,26/04/2020,5:00 PM,Tamil Nadu,175,105,280,167978,960,23,-703,113273
1346,26/04/2020,5:00 PM,Telengana,51,116,167,168145,280,26,-139,113134
1347,26/04/2020,5:00 PM,Tripura,102,10,112,168257,2,0,110,113244
1348,26/04/2020,5:00 PM,Uttarakhand,132,49,181,168438,26,0,155,113399
1349,26/04/2020,5:00 PM,Uttar Pradesh,199,23,222,168660,289,29,-96,113303
1350,26/04/2020,5:00 PM,West Bengal,133,97,230,168890,105,18,107,113410
1351,27/04/2020,5:00 PM,Andaman and Nicobar Islands,124,24,148,169038,11,0,137,113547
1352,27/04/2020,5:00 PM,Andhra Pradesh,81,55,136,169174,235,31,-130,113417
1353,27/04/2020,5:00 PM,Arunachal Pradesh,187,28,215,169389,1,0,214,113631
